timestamp,latitude,longitude,altitude,latitude_ins,longitude_ins,altitude_ins,latitude_cov,longitude_cov,altitude_cov,effective_sample_size,horizontal_error_m,vertical_error_m,error_3d_m
2025-09-28 20:23:17+00:00,39.65437050472674,-77.70849650745254,125.8017677432673,39.65433495100479,-77.70848013936538,127.99046328699042,1.0052976871954411e-06,1.0152583854432152e-06,123.9563914480474,4999.994505095945,19.72826783437031,17.198232256732695,26.172194109420232
2025-09-28 20:23:18+00:00,39.65462140583999,-77.708385827017,96.51722780239696,39.65454460506778,-77.70838803701778,104.8830854382866,1.0115869343405426e-06,1.0278915120645355e-06,147.58720592765457,4999.977876618088,49.17475461644402,46.48277219760303,67.66686488054356
2025-09-28 20:23:19+00:00,39.65495496100641,-77.70823681719688,57.53970773941168,39.654837827175335,-77.7082585348643,73.77593957751299,1.024047166855917e-06,1.0358301151620264e-06,172.09157397776377,4999.94984293474,88.38966702898003,85.46029226058832,122.94793528465264
2025-09-28 20:23:20+00:00,39.65536974994795,-77.70804720842952,8.86297902695831,39.65517566996903,-77.7080907205615,35.4264609747934,1.0352429363347137e-06,1.04278378512197e-06,201.3917485338577,4999.910166458271,137.2779043213286,134.1370209730417,191.9321844047477
2025-09-28 20:23:21+00:00,39.65586674922768,-77.70781834969056,-48.85275640336058,39.65540326492228,-77.70788286489311,-8.711810292365918,1.0439922929430705e-06,1.05111825499582e-06,223.4889887802409,4999.858666112151,195.7233634548834,191.8527564033606,274.0713687010367
2025-09-28 20:23:22+00:00,39.65644754688245,-77.70754917493437,-114.53021772809528,39.65516187896989,-77.70763219164583,-54.995481633240985,1.054373722336855e-06,1.062177811306342e-06,247.1937081973388,4999.795499270768,263.94338401558844,257.5302177280953,368.765403757837
2025-09-28 20:23:23+00:00,39.65710584227169,-77.7072304750701,-185.2588038209552,39.653882922606265,-77.70733391509778,-95.83515021403258,1.0614544735171903e-06,1.069148602544192e-06,273.2884146531694,4999.722073903044,342.11862677099845,328.2588038209552,474.12972599241033
2025-09-28 20:23:24+00:00,39.65784412261748,-77.70684953652462,-254.4489502816357,39.65099548330344,-77.70697162043284,-120.64820940548466,1.0694408510364816e-06,1.0778695187917292e-06,296.6371906037543,4999.641217458224,430.1641029363839,397.4489502816357,585.6678440336622
2025-09-28 20:23:25+00:00,39.65865443952567,-77.70639763631254,-318.305693527745,39.64645403678698,-77.70654431758865,-119.90941369758052,1.0788632000897324e-06,1.0883563557092048e-06,319.5436818486142,4999.556859716459,528.0725843789261,461.305693527745,701.1872768766927
2025-09-28 20:23:26+00:00,39.65953992924629,-77.70585657064069,-371.1566211010596,39.64093445129599,-77.70601925893317,-95.4200301072578,1.0903928732517308e-06,1.0968368490959095e-06,344.2825415068769,4999.469724694316,636.5941909001336,514.1566211010596,818.2965201623763
2025-09-28 20:23:27+00:00,39.66049257148379,-77.70523231977074,-415.2068667561574,39.635480186220406,-77.70544375465082,-58.10756999189415,1.1049322862272678e-06,1.1060470595456872e-06,370.0482934633098,4999.377776556917,754.7969689038146,558.2068667561574,938.782919721121
2025-09-28 20:23:28+00:00,39.66151102043928,-77.70451059774662,-451.3608678385239,39.63081331297979,-77.70475863795414,-20.00650117252502,1.1096315100370203e-06,1.116880093256048e-06,400.70771845717815,4999.279719838159,883.1253384957046,594.3608678385239,1064.5070242656532
2025-09-28 20:23:29+00:00,39.6625840308184,-77.70369406744169,-484.1539478311561,39.62717479990437,-77.70399992133815,11.446189535941317,1.1231914443168244e-06,1.1264309292956753e-06,428.045847735575,4999.175466613091,1020.468210097364,627.1539478311561,1197.780214438159
2025-09-28 20:23:30+00:00,39.6637041105906,-77.70276719411287,-515.5367727861278,39.62433104443141,-77.70310996780348,33.540328903169694,1.133530421262434e-06,1.1317080762849971e-06,455.4710175407802,4999.065558556197,1166.2319518127035,657.5367727861278,1338.8246983809584
2025-09-28 20:23:31+00:00,39.6648715168073,-77.70174269631211,-547.8356635668896,39.62183958501,-77.70218832322726,45.95831630208526,1.1408174353894664e-06,1.1433525981569757e-06,476.2983192027435,4998.950172701653,1320.9811154629926,689.8356635668896,1490.256471262119
2025-09-28 20:23:32+00:00,39.66608136753062,-77.70061420522438,-581.6002354918946,39.6199699958086,-77.70113060837005,53.51509959990007,1.1473567201518649e-06,1.1533669120624283e-06,504.9093828913463,4998.829547561719,1485.3595666612275,723.6002354918946,1652.2379801578088
2025-09-28 20:23:33+00:00,39.66733317720363,-77.69938768735139,-617.862190730817,39.61771076926249,-77.70001839807001,54.96558244680376,1.1547226668237175e-06,1.1636927190118052e-06,529.5472626351751,4998.703933207252,1658.010312683418,759.862190730817,1823.839013144198
2025-09-28 20:23:34+00:00,39.66862837485586,-77.69805948299711,-656.3115083961565,39.61532354623898,-77.69880758180362,54.100878056072446,1.1604296788346942e-06,1.1712395998023832e-06,555.2990378957662,4998.573879369964,1839.6107065284275,798.3115083961565,2005.3600215452004
2025-09-28 20:23:35+00:00,39.66994434711248,-77.69661410506856,-695.7948103609428,39.6135649655868,-77.69742357147148,54.02421386180947,1.170950053920302e-06,1.1844232242653608e-06,584.7012457394588,4998.439145947133,2028.7580899291868,837.7948103609428,2194.9395280328
