timestamp,latitude,longitude,altitude,latitude_ins,longitude_ins,altitude_ins,latitude_cov,longitude_cov,altitude_cov,effective_sample_size,horizontal_error_m,vertical_error_m,error_3d_m
2025-07-18 23:13:45+00:00,40.03216965539862,-75.22145799904084,26.86096751933558,40.03219665694943,-75.22145555107805,28.90545532381905,1.0130871504947342e-06,9.822426599058714e-07,130.72988726713967,4999.996724916956,17.35006389970447,17.13903248066442,24.387930451292878
2025-07-18 23:13:46+00:00,40.03193929884651,-75.22128869667505,-2.3780938547176653,40.03200396409454,-75.22131461645854,5.784839023008559,1.026383791690035e-06,9.922334708427877e-07,154.91815807249884,4999.986821958712,46.73672562456563,46.37809385471766,65.84260863379373
2025-07-18 23:13:47+00:00,40.03163254736726,-75.22106115897802,-41.16133505934549,40.03173388427184,-75.22111752091828,-25.265679615296765,1.0389508020173624e-06,9.98074165096113e-07,180.8481069870867,4999.970153168896,85.96240853285676,85.16133505934549,121.00408534367702
2025-07-18 23:13:48+00:00,40.03125136800284,-75.22078141946056,-89.46700133121502,40.03134906240572,-75.2208644578089,-63.52565139715901,1.0496471634151628e-06,1.008867618684833e-06,204.04792457168975,4999.94658525354,134.5763324241675,133.46700133121502,189.5368821445752
2025-07-18 23:13:49+00:00,40.03079112795858,-75.22044517359316,-146.57341864154657,40.030697558295,-75.22055617845454,-107.38355958094212,1.0597469718630656e-06,1.012974872125416e-06,224.23694875004165,4999.915973025769,193.21491132708445,190.57341864154657,271.38575838068454
2025-07-18 23:13:50+00:00,40.03025076183796,-75.22005754956464,-210.7328438641269,40.02942550148525,-75.22019505393848,-152.90840359575805,1.0692132012091005e-06,1.0199299157183703e-06,251.0679135521427,4999.878166704037,261.76385020060394,254.7328438641269,365.2521526493032
2025-07-18 23:13:51+00:00,40.02962992250406,-75.21962406764735,-278.2834892724443,40.026969492669295,-75.21978555284109,-192.3343097017093,1.0743006929191517e-06,1.0305144670183929e-06,273.113318079694,4999.83308410601,340.02586265639366,322.2834892724443,468.49144574137785
2025-07-18 23:13:52+00:00,40.02893318102244,-75.21914348590053,-343.97924720936027,40.0227880554315,-75.21933079184157,-214.79201154536835,1.079802093262062e-06,1.0413630126178603e-06,301.8977811677251,4999.780545243494,427.63725379974574,387.97924720936027,577.4093150465535
2025-07-18 23:13:53+00:00,40.02815883517441,-75.21862469501487,-401.3960117571031,40.016828981797616,-75.21883504491493,-211.72919801180365,1.092323741351991e-06,1.0472583817955137e-06,328.14957004265403,4999.720206106342,524.3740181424913,445.3960117571031,688.001248684939
2025-07-18 23:13:54+00:00,40.02731094755529,-75.21807586889375,-446.269769642417,40.00981502832335,-75.21830716083556,-183.79291170139908,1.0981375151977392e-06,1.0579619221133788e-06,351.4250021554931,4999.6521855484525,629.9787528732021,490.269769642417,798.2716806306634
