timestamp,latitude,longitude,altitude,latitude_ins,longitude_ins,altitude_ins,latitude_cov,longitude_cov,altitude_cov,effective_sample_size,horizontal_error_m,vertical_error_m,error_3d_m
2025-08-03 18:16:00+00:00,40.96799549923792,-72.6452757132037,-31.274307580032183,40.96801166014895,-72.64527886979236,-29.07409997470677,1.0223167900263055e-06,1.0083176203638588e-06,125.91867005595849,4999.9994926212175,8.769820313346617,19.274307580032183,21.175662469402774
2025-08-03 18:16:01+00:00,40.96786780413224,-72.64551273570868,-64.89678195227532,40.967907686318654,-72.64546804485478,-54.99142932193354,1.0295321577418928e-06,1.0246486852501638e-06,151.25742573731483,4999.99796662887,28.15840218662964,51.89678195227532,59.04381077391599
2025-08-03 18:16:02+00:00,40.96769643205377,-72.64586197049395,-103.41947141708718,40.96774817843136,-72.6457793687458,-80.43878845637664,1.0424248307803404e-06,1.0365774202840495e-06,177.80698826484902,4999.995415545529,58.23192697530938,90.41947141708718,107.54830603316452
2025-08-03 18:16:03+00:00,40.9674638736921,-72.64631569788158,-128.65450018714597,40.96745441943232,-72.64622556636134,-71.82657502172515,1.0617699368544436e-06,1.0436049024543369e-06,203.1389019181956,4999.991836683277,98.86529312872916,116.65450018714596,152.9137619684454
2025-08-03 18:16:04+00:00,40.96754468520433,-72.64695212780944,-139.9957793541455,40.96784768766748,-72.64729331285886,-55.090399629669264,1.071105605994422e-06,1.0558241643725235e-06,227.28280638685865,4999.98725716511,134.14544945900673,126.9957793541455,184.7239280232145
2025-08-03 18:16:05+00:00,40.96780231210099,-72.64755157674786,-155.81557854840085,40.96863926861437,-72.64839801508208,-42.959201753139496,1.0811282145105506e-06,1.0642168305372368e-06,251.79332998875424,4999.981702667206,168.93943293742544,143.81557854840085,221.8635901504123
2025-08-03 18:16:06+00:00,40.9679512687315,-72.64797082661656,-181.0341575602376,40.96842198468048,-72.64858874844815,-49.08747065626085,1.0896763293369164e-06,1.0759210141081226e-06,275.7787405953029,4999.975162173255,196.7360757746517,169.0341575602376,259.3793167029876
2025-08-03 18:16:07+00:00,40.96800416056124,-72.6480932351781,-210.4880359018925,40.9676118954384,-72.64824282379595,-59.16067186999135,1.10180384495621e-06,1.084080651687247e-06,301.9557342700542,4999.967604085488,202.0336188338132,198.4880359018925,283.222674825441
2025-08-03 18:16:08+00:00,40.96804846599417,-72.6477446905644,-234.1570266844039,40.96617402889382,-72.64696382126495,-52.11228914861567,1.1175235517731588e-06,1.092458614071341e-06,327.55367451641143,4999.958981658329,168.13334426579678,222.1570266844039,278.6082661359061
2025-08-03 18:16:09+00:00,40.96821059992629,-72.64709791933413,-261.8271662983757,40.96540484824934,-72.64557736540085,-49.43268096889369,1.1292955529006333e-06,1.1027867828478105e-06,351.5525983333999,4999.949245245097,110.75831886746386,249.8271662983757,273.2782798156909
2025-08-03 18:16:10+00:00,40.96852830886661,-72.64632225871597,-297.87309916515903,40.96514785175134,-72.64426374668406,-58.15230516879819,1.139742094357542e-06,1.1159301113921005e-06,376.4121476091792,4999.938342399126,69.09151437446585,285.87309916515903,294.10383571937626
