timestamp,latitude,longitude,altitude,latitude_ins,longitude_ins,altitude_ins,latitude_cov,longitude_cov,altitude_cov,effective_sample_size,horizontal_error_m,vertical_error_m,error_3d_m
2025-07-18 23:13:45+00:00,40.032175939301794,-75.22146117478275,26.11912827295401,40.03219615531136,-75.22145726550124,28.223314693314023,9.848601438915336e-07,9.816957334406642e-07,123.98403311901173,4999.999999999999,16.612860940317358,17.880871727045985,24.407226846600057
2025-07-18 23:13:46+00:00,40.03194232079607,-75.22130139114111,-4.674406318744914,40.03200179570013,-75.22132177812693,4.1018034131557215,9.98336872113354e-07,9.883087593710225e-07,149.87507400215034,4999.999999999995,45.91116664965617,48.674406318744914,66.91063483195161
2025-07-18 23:13:47+00:00,40.03162200904119,-75.22110670557126,-41.02031549882676,40.03170710538746,-75.2211565499979,-21.753433855134062,1.0133168068483942e-06,9.981486258565188e-07,176.11640695597634,4999.999999999989,85.14059754071094,85.02031549882676,120.32196556368817
2025-07-18 23:13:48+00:00,40.03125871383862,-75.22083607518816,-70.89713160399296,40.03133356982895,-75.22082219673003,-32.40577189787291,1.0234123987366835e-06,1.010895032551309e-06,202.9450932832164,4999.999999999982,131.61434104565714,114.89713160399296,174.7102905375291
2025-07-18 23:13:49+00:00,40.03112783957214,-75.22041815463456,-82.04060042625537,40.03126977463647,-75.21989180231849,-3.848995650434517,1.0338085658965918e-06,1.0219695574358793e-06,225.4095845008465,4999.999999999971,163.0574857842196,126.04060042625537,206.0921556636301
2025-07-18 23:13:50+00:00,40.03118781501084,-75.21991116598056,-104.80872281222592,40.031421107891234,-75.21896785748315,6.046947244904004,1.0416116897735783e-06,1.0329399113040947e-06,253.42826055763203,4999.999999999959,187.53959051350557,148.8087228122259,239.40579357020417
2025-07-18 23:13:51+00:00,40.0312534774484,-75.21960148796512,-139.71811343670902,40.031067891144986,-75.21905663910344,-6.148508911865065,1.0481712242747567e-06,1.0458748798485966e-06,275.5219991326737,4999.999999999942,203.78891017698976,183.71811343670905,274.37613802200195
2025-07-18 23:13:52+00:00,40.03135609836973,-75.21944258085932,-186.0617629516964,40.03064672643957,-75.21947631720884,-22.98129148036241,1.0519982202994534e-06,1.0560104369289504e-06,296.988406406478,4999.9999999999245,209.0616964346696,230.0617629516964,310.862039639105
2025-07-18 23:13:53+00:00,40.03142270915789,-75.2197871097654,-223.7015473989247,40.02966228290351,-75.22144831922076,-21.520088833756745,1.0594342451033732e-06,1.0657467558478388e-06,324.66994439581083,4999.999999999903,180.178294055117,267.7015473989248,322.6892253056971
2025-07-18 23:13:54+00:00,40.031414199927,-75.2203905914802,-241.03482258695655,40.02877128401758,-75.22355803600568,-1.8623223079848683,1.0699491228144874e-06,1.07241505401108e-06,349.3297891374504,4999.99999999988,141.02846198307856,285.0348225869566,318.0155297725104
2025-07-18 23:13:55+00:00,40.031492084155566,-75.22099403794947,-250.96813911898244,40.02836387244668,-75.22501971774903,16.15522553806659,1.0768649853815648e-06,1.080502756356545e-06,373.23181664125576,4999.999999999855,103.77661710401377,294.96813911898244,312.6912044699506
2025-07-18 23:13:56+00:00,40.03169491845629,-75.22162514964312,-267.48393923546536,40.02822444241404,-75.22606845611024,18.56094023003243,1.0881531577296035e-06,1.0898494165214854e-06,393.16937678937,4999.999999999832,69.56351663454495,310.48393923546536,318.18133095726523
2025-07-18 23:13:57+00:00,40.03197974158414,-75.22249701830594,-298.26187784105184,40.02913438794624,-75.22767999638947,11.02825496235164,1.0977561233921484e-06,1.1002473372137491e-06,414.910529010171,4999.999999999803,84.50434798617444,341.26187784105184,351.56884687948315
2025-07-18 23:13:58+00:00,40.032305785126375,-75.22347746748342,-337.5399551984327,40.02757654911222,-75.22863460870748,-14.919600909983274,1.1065621715265483e-06,1.11041591157049e-06,440.17542859077537,4999.999999999774,154.51312864909954,380.5399551984327,410.71275172236665
2025-07-18 23:13:59+00:00,40.032666965062376,-75.22458003109782,-375.6790366604112,40.02382977618053,-75.22987803163917,-31.822898441459984,1.1149612876571608e-06,1.1271312704896311e-06,464.9982906579494,4999.999999999746,247.2647937275204,417.6790366604112,485.3819690539424
2025-07-18 23:14:00+00:00,40.033089171966566,-75.22570955432901,-398.4918989699579,40.01897645340611,-75.23098780689534,-21.52707487693988,1.1272881142786985e-06,1.1343269544721315e-06,490.1641615707096,4999.999999999711,348.6894340803871,440.4918989699579,561.7983931068691
2025-07-18 23:14:01+00:00,40.033549853318775,-75.22673757258434,-407.0654926571676,40.01627737600616,-75.23168291788186,3.309755432768725,1.133401879819265e-06,1.1440965139931848e-06,512.6438874961875,4999.999999999675,445.1757212495094,449.0654926571676,632.3300083701907
2025-07-18 23:14:02+00:00,40.0340117838177,-75.22763575693847,-411.9658503069881,40.01556811543066,-75.23223387702559,19.30072387587279,1.1444075046968573e-06,1.158056533391674e-06,531.6196270880387,4999.999999999642,531.236674533195,453.9658503069881,698.7827971652096
2025-07-18 23:14:03+00:00,40.03446773354914,-75.22841601080967,-418.48433993908,40.01527248213167,-75.23281576211862,24.347144223633222,1.1529825759213025e-06,1.168688846298555e-06,556.1334308002752,4999.999999999604,606.1155093673246,459.48433993908,760.5931036663844
2025-07-18 23:14:04+00:00,40.03492375754618,-75.22909986332292,-427.5032212300489,40.01472124722072,-75.23339161785216,23.98016687075141,1.1609963350625137e-06,1.1849511016005407e-06,577.4344938272378,4999.999999999567,673.5536073065098,467.5032212300489,819.898605789816
2025-07-18 23:14:05+00:00,40.03538114415776,-75.22973514922086,-436.3653008212957,40.01403040155893,-75.23392792402231,22.83627075480763,1.1719247272766634e-06,1.1946369657745976e-06,596.1602009861094,4999.999999999527,737.0699915732367,475.3653008212957,877.0657567723712
2025-07-18 23:14:06+00:00,40.035885613166,-75.23037877865849,-445.3969362837087,40.01348549762136,-75.23516849548342,18.78949426941108,1.1780448482515917e-06,1.2019193052336444e-06,623.4201280414045,4999.9999999994825,803.3190266079954,484.3969362837087,938.062817934631
2025-07-18 23:14:07+00:00,40.03640228649597,-75.23107973098436,-453.0285556694769,40.0125962342138,-75.23654552106743,17.10496387211606,1.1894475287054434e-06,1.2149745722062304e-06,654.545188328698,4999.999999999432,875.3958508135689,491.0285556694769,1003.706599611891
2025-07-18 23:14:08+00:00,40.03690604654044,-75.23183173364183,-459.3415291637374,40.01159097202436,-75.2380025574984,17.146783257718198,1.198174068844541e-06,1.22287748308124e-06,681.5330892524576,4999.999999999381,951.394534678171,496.3415291637374,1073.0826968077022
2025-07-18 23:14:09+00:00,40.03733812444689,-75.23262710860158,-464.3372545570281,40.010606499723465,-75.23883752769723,20.540281689958647,1.2120375626474397e-06,1.2295847798055895e-06,705.1293130170973,4999.99999999933,1028.018460010969,501.3372545570281,1143.748659859369
