timestamp,latitude,longitude,altitude,velocity_north,velocity_east,velocity_vertical,roll,pitch,yaw,acc_bias_x,acc_bias_y,acc_bias_z,gyro_bias_x,gyro_bias_y,gyro_bias_z,latitude_cov,longitude_cov,altitude_cov,velocity_n_cov,velocity_e_cov,velocity_v_cov,roll_cov,pitch_cov,yaw_cov,acc_bias_x_cov,acc_bias_y_cov,acc_bias_z_cov,gyro_bias_x_cov,gyro_bias_y_cov,gyro_bias_z_cov
2025-09-26T19:03:38Z,40.67285865156418,-80.08758139024117,-3.480090792552801,-1.3426741450530244,8.188197651936207,-4.046386518835789,0.5172254726603569,0.04288901687868929,0.15722219818235317,-0.009832819730377196,0.08583703898511885,0.00036389676052905884,-0.2527084047505923,-0.03206427089821773,-0.07464298636477906,1.0050205955385046e-6,1.005020596460361e-6,4.605479340191838,0.24201710599069445,0.19757695668808106,0.17083222086771033,0.003407851265582897,0.0032917598950639184,0.0033281271398658985,0.0009925397796293096,0.0009910156403045718,0.0010019996486280178,0.0009020554074177072,0.0009156311746776435,0.0008382772798266057
2025-09-26T19:03:39Z,40.67287695913085,-80.0876736332299,-0.17322789492118318,2.595917417682358,-5.363529694091994,-1.4393198046600446,1.972063145469292,-0.0019792779120706427,0.49207351454606396,-0.018491418776420687,0.11822095985462511,-0.01326363862119706,-0.6820145797901205,-0.13773827715886,-0.17649927402271715,1.0050206085776037e-6,1.0050206098382086e-6,2.429306298147158,0.36269944873875215,0.23974409702805366,0.05333851383728494,0.0016342906288613298,0.0009173799552734462,0.0043545115533563114,0.0009915028325054986,0.0009881270060502886,0.0010021733602023847,0.0002466961012291248,0.0004906083196890949,0.0005929975832218136
2025-09-26T19:03:40Z,40.672886002753216,-80.08770334897174,-3.5885677179467166,3.5953622227098094,-8.191896913631354,-4.391880975919776,2.0104819846892497,-0.2748269599778723,0.6395567559884512,-0.02159808507985872,0.1568628741788416,0.004814472660143565,-0.5214405617807643,-0.1046566454187996,-0.21401363096538262,1.0050206073751155e-6,1.0050206080770903e-6,1.7520703209348076,0.14871817602500054,0.10182659623004067,0.10003642289456172,0.0007406617634943668,0.0013909682122280674,0.0014720801579422684,0.000992125990470855,0.000979310646205598,0.0010001396793707666,0.00006267705568954448,0.00006929937708229371,0.00033639745237434404
2025-09-26T19:03:41Z,40.67288814281523,-80.08771817661874,-3.8591978866315912,3.744631263005431,-9.226609283068683,-3.907990460516885,1.8813112629941315,-0.4344655651602807,0.7723981123235717,-0.024550670218332016,0.24179254604314337,0.02010297500805791,-0.3771908048111072,-0.08998145461464446,-0.1993462795853702,1.0050206067267734e-6,1.0050206075611424e-6,1.5465775875547196,0.08643529580597098,0.08512539734746727,0.14441483406474676,0.0005528456700010268,0.00261270458341516,0.0009716046852803236,0.0009916591117331952,0.0009666714781660085,0.0009982404756524038,0.000026245301454690143,0.000025253387690252894,0.00028420220036967214
2025-09-26T19:03:42Z,40.67289394018008,-80.08771556652265,1.5967478977909195,4.781908658042084,-8.11720392742427,-0.47222546701232204,1.7942284217497217,-0.1855941922076454,0.8569778521559783,-0.00763487348245917,0.3351085104404774,0.009088736730177516,-0.2776121140777832,-0.09203457117291691,-0.10222106057153724,1.005020606648209e-6,1.005020607878306e-6,1.5489013404497076,0.09690944269728591,0.11159287356688175,0.15712580208044058,0.0005105977496692926,0.003796394941440667,0.0010423961351370054,0.0009820839763634848,0.0009539671768713597,0.0009932981823623898,0.000014369458623673946,0.00001371293938572389,0.00025291020381002334
2025-09-26T19:03:43Z,40.67290002811145,-80.08770048916352,10.717617811402306,5.41760239037103,-5.863076698500663,3.3352877856232226,1.5706146973680006,-0.13391931475871388,1.1479584164117114,0.010201485441484692,0.4069548264196783,-0.03743324598235631,-0.2120332235826936,-0.08990535092107166,-0.07927235477473005,1.0050206070314876e-6,1.0050206082063151e-6,1.6160009578156578,0.13230253699418948,0.12565543805849455,0.14380920252291995,0.0007196616015069134,0.0028842144445731343,0.0012265622910248761,0.0009661958303011577,0.0009429964479055342,0.0009795613346533286,8.912047380468969e-6,0.00001118388951169607,0.00014657450258405907
2025-09-26T19:03:44Z,40.67289953890082,-80.08769745301437,19.607345013064332,5.309040721243946,-5.706290569389239,5.399171259225113,1.3499232407702948,-0.2187166803960281,1.4097564541298198,0.037422879446694424,0.4683810764217924,-0.09549221847100853,-0.17024549964298785,-0.09522057904769099,-0.10570129506140802,1.005020606656504e-6,1.0050206078496338e-6,1.7101867360844396,0.08088616603136323,0.10209780635424742,0.13598646507166234,0.0005122008877494145,0.0013531863819741682,0.001124125613556359,0.0009615018714527788,0.0009275215960831098,0.0009534224229792955,5.563128289413246e-6,0.000011016957793642584,0.000055603951742819113
2025-09-26T19:03:45Z,40.67290349948506,-80.08769280561759,27.163553360267542,5.726766805368243,-4.836075460538268,6.644455493486021,1.1937097208792693,-0.1539045418967362,1.2330122462008148,0.051597279185898515,0.5322735831650789,-0.1457478876091045,-0.1436874383725808,-0.09584905613019146,-0.09934166249013288,1.0050206064580033e-6,1.0050206075251183e-6,1.8166099603980541,0.06420469694826131,0.08207165648585701,0.1291349986632685,0.00023620102433893103,0.0009211161879575326,0.001066859725087455,0.0009589809401647797,0.0009059601888496061,0.0009202459801325053,4.029971944437069e-6,0.000010507013532382976,0.000027267694944710713
2025-09-26T19:03:46Z,40.67290481057789,-80.08769047733351,32.63903570128605,5.741570178797701,-4.5817637679574545,7.1927242986275814,1.1967181390573387,-0.25589572354147094,1.4134335055859992,0.08846530815480946,0.6018522849699366,-0.18366184331352997,-0.12351473275339231,-0.10166231234779843,-0.09899642869913805,1.0050206063107462e-6,1.0050206073090218e-6,1.8992700459138832,0.05441937232223826,0.06947766777470812,0.12020239214533379,0.0002505134589806667,0.0005599707568022583,0.0012052476835182604,0.0009568577141885265,0.0008776528543211773,0.0008822176796484252,3.085106747388078e-6,9.94065350804571e-6,0.000015842126956985427
2025-09-26T19:03:47Z,40.672906241941085,-80.08768686922271,35.631210000487044,5.935203492525034,-4.013520390319172,6.98781646869611,1.066931385321368,-0.16503046355592232,1.6998865273271804,0.14096271008565964,0.6821723575485521,-0.20907621910191665,-0.10770177037011308,-0.10880968077526632,-0.09652357303593817,1.0050206062531783e-6,1.0050206071057961e-6,1.95129056561814,0.04820663107407566,0.058058563683191,0.11102631342686672,0.0002756011143875427,0.00033582443353618284,0.0012735479365587514,0.0009534630971552829,0.0008446627141014193,0.0008421687938826921,2.473867493655665e-6,9.453916398549281e-6,0.00001057287311877632
2025-09-26T19:03:48Z,40.672904478114766,-80.08767632336728,36.41108529106714,5.392507464508526,-2.402466591753182,6.691776683437638,0.9679177516009076,-0.11155721029490451,2.081883939274121,0.2033715424095135,0.7755733527228585,-0.22513287047877384,-0.09448893473745557,-0.11935283639786576,-0.09733202198231083,1.0050206062377519e-6,1.0050206069294597e-6,1.9736376349390041,0.04891497484765922,0.05586988078375332,0.10002552041609272,0.00029944275319070124,0.00019349297239570757,0.001404531398502847,0.0009487999959397336,0.0008098910068816609,0.0008035349084458231,2.0620851170198517e-6,9.092205910937671e-6,8.036085411414275e-6
2025-09-26T19:03:49Z,40.67289854463805,-80.08766816290871,34.70854522497393,4.452376621309668,-1.6938367162147188,5.5325207258574665,1.0843478399256128,0.020969889535422226,2.5716682527126977,0.2786665875610197,0.8766855275534908,-0.2282928087606706,-0.08462178363788553,-0.13563894247181452,-0.1050391523581311,1.005020606168615e-6,1.0050206068968047e-6,1.9664868880493869,0.0429810708024973,0.05145891602112983,0.0892009634920587,0.00025418946637827453,0.00011899106230694903,0.001354708215487158,0.0009418418916581179,0.000775274061888743,0.0007660071945267741,1.7496782983336736e-6,8.464803757532416e-6,6.0773396140065714e-6
2025-09-26T19:03:50Z,40.672895868883096,-80.08764974882877,30.97782823711168,4.1965380384936,1.021347479603719,4.019939262303524,0.975471995985572,0.0017913427796472092,2.878074933309108,0.32924917032869416,0.9745298930793069,-0.22668751480887295,-0.07834774711864156,-0.1476809774112553,-0.10874102284606124,1.0050206061845817e-6,1.0050206067297349e-6,1.9434797873205436,0.04933790713801904,0.044740333819894715,0.08169185961204087,0.00019345403194757316,0.00009850984493321274,0.0014927457631864266,0.0009372154220713843,0.0007417213508870666,0.0007285327710410972,1.5458272081519976e-6,7.959180906094908e-6,4.8695737179559065e-6
2025-09-26T19:03:51Z,40.67288852051002,-80.08763346918295,36.55962073430419,2.854864925509901,2.3682857533276547,4.108700211683754,0.8800237292998645,0.028409857352357903,-3.092626379439025,0.3428367404376331,0.9994644880207488,-0.27376212020317325,-0.07284176170742285,-0.15521006828930695,-0.1137032580036248,1.0040206062405527e-6,1.0040206067277409e-6,2.6211824936865566,0.049243521482250266,0.04312353814358502,0.09068709575163995,0.00014148280648772576,0.00009055941899321726,0.001464335943746675,0.0009201036267427706,0.000738589275104285,0.000715110141208674,1.4254969148505284e-6,6.938394280032498e-6,4.0537552484841e-6
2025-09-26T19:03:52Z,40.67288089303467,-80.08762653685777,26.62025492230896,1.7333069099186105,2.84168046087143,1.7854020913873683,0.9366474809685315,0.059035838671888996,-2.8137671784643317,0.34182450394291664,1.1084819153620629,-0.23070590750830888,-0.06962302190277114,-0.16199428837899177,-0.1190402028232711,1.0050206021422995e-6,1.0050206025734312e-6,2.302321609594111,0.044196467601536255,0.040815334487236024,0.07581488849703008,0.00010954414933232291,0.00008539963736155934,0.0013921083237013597,0.000900444198939477,0.000692162140414203,0.0006790898049523774,1.3691218250819604e-6,5.921317402112888e-6,3.4833519741212964e-6
2025-09-26T19:03:53Z,40.672869297054326,-80.0876189087571,18.821493269177154,-0.3066421723124222,3.8055604497203603,-0.1659838439327359,1.1099457936215913,0.14768084722072672,-2.634647579776356,0.3232827800238738,1.180721861019265,-0.20426618492820126,-0.06694708454870124,-0.16491301429687155,-0.12187537380532376,1.0050206061577816e-6,1.005020606698684e-6,2.09626025118634,0.04456082130612954,0.04454737786432837,0.06705350199789661,0.00009510064166273259,0.00008364452068039234,0.001360606000789588,0.0008841686360401712,0.0006581406806952415,0.0006529036011432418,1.339809563137882e-6,5.201404545587277e-6,3.1642238918257805e-6
2025-09-26T19:03:54Z,40.67285851711984,-80.0876118834673,12.099525962607004,-1.5938916567756678,4.493110672716284,-1.8108211154976743,1.2207801515905885,0.13906385797872645,-2.3572018866980216,0.29820113675668836,1.2238567857421003,-0.17242156233805872,-0.06466784179974638,-0.16654295085299964,-0.12566549939583638,1.0050206061454539e-6,1.0050206066840457e-6,1.9547239453936662,0.04414555490584253,0.042700808555546366,0.061652004303576396,0.00008697626733063606,0.00008696666947794517,0.0012398668895883041,0.0008646909035668854,0.0006326886700998591,0.0006327571502008923,1.332741754484299e-6,4.314846391729805e-6,2.8104534457110177e-6
2025-09-26T19:03:55Z,40.67285343720833,-80.08761141614296,6.418854958115844,-2.0493400765408296,4.148476166767068,-3.1199998182128184,1.206297540156811,0.0956637617900924,-2.1059917865495663,0.2586828320963832,1.256685042695608,-0.15116581768415926,-0.06148432674763171,-0.1659009035111012,-0.1284236415021951,1.0050206060811238e-6,1.0050206065653033e-6,1.8530778274556838,0.038869712944002745,0.03760569416137436,0.05741370163830678,0.00008450315684826424,0.000096880661654457,0.0011253525803267338,0.0008434221276990868,0.0006126955283582007,0.0006164724102187351,1.318438658953759e-6,3.564719787488318e-6,2.5853511690108213e-6
2025-09-26T19:03:56Z,40.67285259177232,-80.08760892402438,1.4448391407859162,-2.040946488690679,4.676501166250091,-4.389897626417223,1.1969874510105,0.060387012332057566,-1.9542803940275917,0.20599706627945125,1.2869675207184628,-0.15128518973688188,-0.0575431963848132,-0.16283176138767885,-0.1285364821796975,1.0050206061117523e-6,1.005020606483606e-6,1.7773434223308142,0.038900266110938816,0.034536739679072434,0.05479724951312526,0.00008421246692632264,0.00010733427924155139,0.0011314322605274465,0.000829152103534136,0.0005953491072616402,0.0006024399157619812,1.29118926987543e-6,3.1961594245687307e-6,2.5141249913650944e-6
2025-09-26T19:03:57Z,40.672842802765544,-80.08760992454037,-2.668142480732058,-4.25720900966553,4.207638580905041,-5.051306356763234,0.9225669544648554,0.001796126873479409,-1.950363938252849,0.13546643598056107,1.3215080247464357,-0.17854490156787506,-0.05223454423276053,-0.1575154693236982,-0.1254676376338466,1.005020606059591e-6,1.005020606575696e-6,1.7201668557082936,0.03586871220621628,0.04059379907076149,0.05344385132960098,0.00008524446569271819,0.00011424992045515832,0.0011726647728183656,0.0008105749275630847,0.0005790279341231051,0.0005893297020019152,1.2374738351246139e-6,2.88452675871038e-6,2.4770390259641524e-6
2025-09-26T19:03:58Z,40.672832862430724,-80.08761723581098,-5.8442038009816315,-5.171674434444867,3.255853475566255,-5.314379507733975,0.9183316282360465,-0.03174386930641049,-1.8527636709986837,0.0832091104821302,1.3353680565633113,-0.1898669659949519,-0.04759950526022294,-0.15481857505983498,-0.12629547745109448,1.005020606030783e-6,1.0050206066284433e-6,1.677188152295226,0.034335281889343906,0.04133139985581986,0.0520853613495549,0.00008596886811049412,0.00012245082870162056,0.0011743569883258377,0.0007991923834103235,0.0005657095467365773,0.0005781249397689575,1.2146003135527495e-6,2.5998889532429887e-6,2.40103443843591e-6
