timestamp,latitude,longitude,altitude,latitude_ins,longitude_ins,altitude_ins,latitude_cov,longitude_cov,altitude_cov,effective_sample_size,horizontal_error_m,vertical_error_m,error_3d_m
2025-03-01 16:46:42+00:00,40.36558967984568,-76.1774920316868,80.08923754120579,40.36559737809641,-76.17753000959827,81.9002826546142,9.779547203407066e-07,1.0241023810561544e-06,124.99118498104374,4999.999999999999,19.86848406595473,13.293832658735454,23.905703207342768
2025-03-01 16:46:43+00:00,40.36544932789327,-76.17721307991178,52.59342446784006,40.36547901520337,-76.17729696825823,60.96780985702419,9.843475325989951e-07,1.0320252058929875e-06,151.8223205603137,4999.999999999998,49.26645657391201,40.83772909617142,63.99143584169247
2025-03-01 16:46:44+00:00,40.36525630381403,-76.17683841711428,17.20140860265939,40.36530778028701,-76.17696868510085,36.72802628847209,9.974758783856517e-07,1.040410044376244e-06,177.8096387567617,4999.999999999994,88.01347074748678,75.09859444909841,115.6986167646306
2025-03-01 16:46:45+00:00,40.36501259046667,-76.17636759191578,-24.28365382674575,40.36504775811225,-76.17654645766169,13.490068129905552,1.0047903847902391e-06,1.0537950972577893e-06,200.82689194603728,4999.99999999999,136.2310358230086,117.6907656751175,180.0278074259787
2025-03-01 16:46:46+00:00,40.36472069640105,-76.17580420727049,-70.22638895484027,40.36461073781452,-76.17603238447245,-5.773051383827109,1.0186005071214666e-06,1.0595719147938257e-06,228.35623164268608,4999.999999999982,193.86712801769644,163.73928485476387,253.76173220282723
2025-03-01 16:46:47+00:00,40.36437291181068,-76.17515256498994,-119.0659092508183,40.36386958741181,-76.17542988028738,-20.659554616775964,1.0289359292627911e-06,1.0718076979612464e-06,252.96505476986252,4999.999999999976,261.2024695834393,212.6418487901693,336.81342902768705
2025-03-01 16:46:48+00:00,40.363970074195365,-76.17441952156133,-169.65499476284924,40.36268216781609,-76.17474421646946,-31.75593382387381,1.043746091678725e-06,1.084396002334676e-06,279.83227091602777,4999.999999999965,337.7570424921948,262.849331997245,427.98316682373405
2025-03-01 16:46:49+00:00,40.36349956202754,-76.17360781613897,-220.69087722750376,40.360910723016886,-76.17398315963798,-39.36174583565781,1.0547832436979324e-06,1.0931004552080455e-06,306.0900589441637,4999.999999999956,424.0157242303224,313.88521446189947,527.554037281829
2025-03-01 16:46:50+00:00,40.36296216731988,-76.17272879012714,-270.7408140077707,40.35845104455268,-76.1731576036621,-43.14087283808659,1.0663928839254858e-06,1.1047470615786177e-06,332.8957804829676,4999.9999999999445,519.4044059758679,363.7967744595359,634.1364443511402
2025-03-01 16:46:51+00:00,40.36235921450539,-76.17179845810466,-318.31191544025467,40.35527267338791,-76.1722821132727,-42.32787699724722,1.0776134736029178e-06,1.1080410870640464e-06,358.3198177653649,4999.999999999932,622.5989132472405,411.5624906502388,746.3330962022741
